codigo_rastreio|tipo_ocorrencia|descricao_ocorrencia|data_ocorrencia|hora_ocorrencia|cpf_destinatario|nome_destinatario|cep_destino|cidade_destino|uf_destino|peso_gramas|valor_declarado
AA100000953BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|24/09/2024|12:30|505.661.863-23|NATALIA ROCHA|66015-110|BELEM|PA|4060|386.73
AA100000954BR|EXT|OBJETO EXTRAVIADO|23/12/2024|08:47|378.765.530-07|LUCAS PEREIRA|01310-100|SAO PAULO|SP|4777|177.71
AA100000955BR|EXT|OBJETO EXTRAVIADO|09/07/2024|16:26|057.121.988-19|CARLOS LIMA|50010-000|RECIFE|PE|4149|276.79
AA100000956BR|RDE|OBJETO RETORNOU AO REMETENTE|23/06/2024|09:39|053.486.401-04|CARLOS LIMA|88010-400|FLORIANOPOLIS|SC|2215|407.85
AA100000957BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|23/05/2024|16:54|618.517.446-00|PATRICIA LIMA|80010-010|CURITIBA|PR|1613|355.90
AA100000958BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|25/09/2024|09:23|114.551.293-91|JULIANA ALVES|01310-100|SAO PAULO|SP|2365|155.74
AA100000959BR|RDE|OBJETO RETORNOU AO REMETENTE|04/10/2024|08:51|898.484.160-46|PEDRO OLIVEIRA|66015-110|BELEM|PA|2830|134.52
AA100000960BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|11/03/2024|08:06|901.707.568-14|FERNANDA SANTOS|74110-010|GOIANIA|GO|4697|447.51
AA100000961BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|11/02/2024|16:10|291.073.228-36|JOAO DA SILVA|66015-110|BELEM|PA|4384|437.54
AA100000962BR|RDE|OBJETO RETORNOU AO REMETENTE|06/04/2024|21:35|306.396.384-52|DIEGO NASCIMENTO|74110-010|GOIANIA|GO|3471|455.37
AA100000963BR|OEC|OBJETO EM ROTA DE ENTREGA|17/05/2024|13:39|164.970.169-34|CARLOS LIMA|74110-010|GOIANIA|GO|1610|407.22
AA100000964BR|RDE|OBJETO RETORNOU AO REMETENTE|02/03/2024|13:08|033.016.234-19|JOAO DA SILVA|66015-110|BELEM|PA|1821|358.62
AA100000965BR|EXT|OBJETO EXTRAVIADO|08/01/2024|19:06|537.221.556-68|RAFAEL RODRIGUES|50010-000|RECIFE|PE|1751|428.88
AA100000966BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|15/04/2024|18:22|337.746.040-67|FERNANDA SANTOS|01310-100|SAO PAULO|SP|588|374.16
AA100000967BR|RDE|OBJETO RETORNOU AO REMETENTE|28/05/2024|12:26|142.442.607-81|LEONARDO BARBOSA|50010-000|RECIFE|PE|2949|151.60
AA100000968BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|18/08/2024|12:44|476.427.372-03|AMANDA RIBEIRO|69005-010|MANAUS|AM|1893|493.25
AA100000969BR|RDE|OBJETO RETORNOU AO REMETENTE|17/09/2024|10:07|458.414.846-01|LEONARDO BARBOSA|57020-480|MACEIO|AL|977|120.61
AA100000970BR|OEC|OBJETO EM ROTA DE ENTREGA|09/05/2024|13:48|899.827.802-05|ISABELA FREITAS|69005-010|MANAUS|AM|4752|170.65
AA100000971BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|09/04/2024|11:06|464.493.699-95|ANA COSTA|69005-010|MANAUS|AM|3965|312.31
AA100000972BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|15/06/2024|07:54|557.385.736-80|PEDRO OLIVEIRA|20040-020|RIO DE JANEIRO|RJ|4729|447.96
AA100000973BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|29/07/2024|07:13|768.118.723-33|CAMILA MARTINS|20040-020|RIO DE JANEIRO|RJ|399|128.23
AA100000974BR|RDE|OBJETO RETORNOU AO REMETENTE|28/07/2024|09:17|973.153.911-49|ISABELA FREITAS|88010-400|FLORIANOPOLIS|SC|2075|22.09
AA100000975BR|EXT|OBJETO EXTRAVIADO|21/05/2024|11:42|073.651.189-39|RAFAEL RODRIGUES|01310-100|SAO PAULO|SP|3598|348.19
AA100000976BR|OEC|OBJETO EM ROTA DE ENTREGA|19/08/2024|11:01|190.432.230-23|LUCAS PEREIRA|40020-010|SALVADOR|BA|1186|147.50
AA100000977BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|04/12/2024|20:14|920.135.462-12|AMANDA RIBEIRO|69005-010|MANAUS|AM|162|85.69
AA100000978BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|29/09/2024|11:43|611.231.261-63|FERNANDA SANTOS|60150-160|FORTALEZA|CE|4361|356.86
AA100000979BR|EXT|OBJETO EXTRAVIADO|28/09/2024|16:56|729.893.762-97|RAFAEL RODRIGUES|80010-010|CURITIBA|PR|2231|303.14
AA100000980BR|EXT|OBJETO EXTRAVIADO|11/01/2024|12:25|468.719.120-38|ANA COSTA|90010-160|PORTO ALEGRE|RS|4026|197.30
AA100000981BR|EXT|OBJETO EXTRAVIADO|24/10/2024|10:03|828.323.089-81|JULIANA ALVES|90010-160|PORTO ALEGRE|RS|4624|41.78
AA100000982BR|RDE|OBJETO RETORNOU AO REMETENTE|02/10/2024|08:16|458.220.673-23|PEDRO OLIVEIRA|90010-160|PORTO ALEGRE|RS|1310|312.42
AA100000983BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|04/08/2024|08:47|572.450.000-00|PEDRO OLIVEIRA|80010-010|CURITIBA|PR|1451|378.78
AA100000984BR|EXT|OBJETO EXTRAVIADO|26/10/2024|08:05|371.785.090-25|BRUNO FERREIRA|69005-010|MANAUS|AM|1043|397.34
AA100000985BR|RDE|OBJETO RETORNOU AO REMETENTE|26/11/2024|15:48|442.182.998-74|AMANDA RIBEIRO|90010-160|PORTO ALEGRE|RS|727|75.29
AA100000986BR|OEC|OBJETO EM ROTA DE ENTREGA|13/09/2024|07:20|670.867.009-00|RAFAEL RODRIGUES|57020-480|MACEIO|AL|2112|188.95
AA100000987BR|EXT|OBJETO EXTRAVIADO|23/06/2024|08:23|848.266.913-62|RAFAEL RODRIGUES|90010-160|PORTO ALEGRE|RS|1966|495.33
AA100000988BR|OEC|OBJETO EM ROTA DE ENTREGA|04/12/2024|07:23|429.608.070-63|JULIANA ALVES|69005-010|MANAUS|AM|4673|230.01
AA100000989BR|OEC|OBJETO EM ROTA DE ENTREGA|09/01/2024|22:11|210.401.648-18|GABRIEL MENDES|88010-400|FLORIANOPOLIS|SC|140|130.80
AA100000990BR|EXT|OBJETO EXTRAVIADO|12/05/2024|11:35|773.836.381-64|JULIANA ALVES|30130-110|BELO HORIZONTE|MG|636|70.75
AA100000991BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|12/11/2024|15:46|289.464.203-62|CAMILA MARTINS|88010-400|FLORIANOPOLIS|SC|4428|215.44
AA100000992BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|07/06/2024|14:05|706.462.554-02|DIEGO NASCIMENTO|29010-330|VITORIA|ES|1976|360.56
AA100000993BR|OEC|OBJETO EM ROTA DE ENTREGA|23/06/2024|11:18|301.764.644-89|GABRIEL MENDES|90010-160|PORTO ALEGRE|RS|284|386.02
AA100000994BR|EXT|OBJETO EXTRAVIADO|25/02/2024|17:15|888.245.279-05|MARIA SOUZA|60150-160|FORTALEZA|CE|571|496.56
AA100000995BR|OEC|OBJETO EM ROTA DE ENTREGA|02/05/2024|12:58|335.384.951-63|CARLOS LIMA|29010-330|VITORIA|ES|937|45.03
AA100000996BR|EXT|OBJETO EXTRAVIADO|03/11/2024|20:33|718.093.391-37|LUCAS PEREIRA|30130-110|BELO HORIZONTE|MG|3417|322.01
AA100000997BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|21/01/2024|19:54|011.987.561-78|LARISSA CARVALHO|29010-330|VITORIA|ES|4626|360.14
AA100000998BR|RDE|OBJETO RETORNOU AO REMETENTE|05/01/2024|06:58|230.091.561-82|NATALIA ROCHA|90010-160|PORTO ALEGRE|RS|207|122.19
AA100000999BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|19/06/2024|21:40|744.916.093-65|NATALIA ROCHA|29010-330|VITORIA|ES|2932|66.96
